,acousticness,danceability,energy,instrumentalness,music_genre
2104,0.995,0.3429999999999999,0.0139999999999999,0.926,1
2105,0.924,0.298,0.283,0.892,1
2109,0.83,0.352,0.317,0.266,1
2110,0.0245,0.546,0.54,0.0,1
2111,0.8690000000000001,0.485,0.457,0.858,1
2112,0.996,0.5760000000000001,0.0115,0.95,1
2114,0.982,0.1009999999999999,0.125,0.00256,1
2116,0.000767,0.364,0.989,4.11e-06,1
2119,0.986,0.2239999999999999,0.0591,0.922,1
2122,0.994,0.583,0.0238,0.847,1
2125,0.0303,0.139,0.3989999999999999,0.288,1
2132,0.69,0.5770000000000001,0.247,2.7300000000000003e-05,1
2133,0.758,0.226,0.0566,0.0008789999999999,1
2134,0.964,0.152,0.0667,0.471,1
2150,0.986,0.204,0.083,0.7829999999999999,1
2159,0.97,0.184,0.1669999999999999,0.887,1
2167,0.975,0.44,0.236,0.883,1
2169,0.946,0.255,0.0537,0.013,1
2171,0.785,0.0645,0.168,0.937,1
2176,0.992,0.6459999999999999,0.158,0.955,1
2180,0.000332,0.476,0.99,2.02e-06,1
2186,0.983,0.235,0.0405,0.8909999999999999,1
2188,0.861,0.0744,0.0963,0.901,1
2190,0.728,0.0758,0.426,0.941,1
2193,0.0209,0.409,0.601,0.00223,1
2197,0.989,0.157,0.113,0.218,1
2198,0.00937,0.529,0.938,0.0203,1
2206,0.995,0.49,0.0293,0.6509999999999999,1
2207,0.361,0.489,0.8140000000000001,0.326,1
2209,0.99,0.286,0.0653,0.8079999999999999,1
2210,0.815,0.584,0.387,0.182,1
2226,0.483,0.508,0.362,0.0,1
2236,0.0339,0.32,0.974,0.0,1
2237,0.982,0.358,0.0181,0.957,1
2240,0.992,0.0952,0.0289999999999999,0.877,1
2245,0.4589999999999999,0.128,0.246,0.967,1
2246,0.957,0.415,0.231,0.9,1
2254,0.91,0.174,0.124,0.87,1
2257,1.41e-05,0.503,0.983,0.00775,1
2262,0.984,0.157,0.0553,0.8,1
2263,0.00224,0.531,0.982,7.2e-05,1
2270,4.43e-06,0.466,0.968,0.00309,1
2275,0.000294,0.1969999999999999,0.965,0.000149,1
2277,0.982,0.517,0.012,0.865,1
2282,0.00155,0.348,0.691,0.00534,1
2283,0.984,0.284,0.172,0.8540000000000001,1
2289,0.879,0.0813,0.0591,0.944,1
2290,0.932,0.316,0.2789999999999999,0.0,1
2303,0.794,0.596,0.268,0.0,1
2307,0.969,0.066,0.0257,0.957,1
2310,0.992,0.418,0.0125,0.8,1
2311,0.8759999999999999,0.147,0.0596,0.973,1
2317,0.981,0.174,0.0289,0.8290000000000001,1
2319,0.992,0.215,0.0923,0.156,1
2323,0.991,0.385,0.196,0.897,1
2329,0.000276,0.5429999999999999,0.7709999999999999,0.7759999999999999,1
2337,0.97,0.353,0.12,0.0158,1
2339,2.61e-05,0.1689999999999999,0.991,3.64e-05,1
2341,0.92,0.153,0.0703,0.335,1
2355,0.957,0.551,0.305,6.47e-05,1
2358,0.0349,0.198,0.687,0.893,1
2360,0.108,0.607,0.478,0.000243,1
2363,0.987,0.347,0.0227,0.947,1
2371,0.956,0.205,0.168,0.00252,1
2373,0.986,0.151,0.0217,0.987,1
2383,0.995,0.5589999999999999,0.00135,0.947,1
2385,0.966,0.508,0.1369999999999999,0.8420000000000001,1
2386,0.972,0.16,0.144,0.862,1
2387,0.943,0.486,0.282,0.831,1
2389,0.98,0.119,0.153,0.0607,1
2392,0.971,0.419,0.0832,0.8809999999999999,1
2401,0.99,0.289,0.25,0.882,1
2404,0.000793,0.295,0.947,0.000877,1
2408,0.991,0.243,0.0939,0.921,1
2412,0.00203,0.319,0.8370000000000001,5.21e-06,1
2414,0.973,0.2739999999999999,0.0156,0.911,1
2416,0.0499,0.477,0.535,0.00251,1
2417,0.993,0.0986,0.0949,0.353,1
2420,0.984,0.0978,0.0415,0.949,1
2424,0.985,0.178,0.113,0.00387,1
2430,0.935,0.386,0.249,0.603,1
2431,0.00153,0.205,0.956,0.0001189999999999,1
2432,0.979,0.437,0.0261,0.871,1
2436,0.995,0.428,0.0171,0.899,1
2437,0.981,0.129,0.0962,0.7440000000000001,1
2438,0.000127,0.439,0.934,0.0104,1
2439,0.975,0.235,0.144,7.53e-05,1
2444,0.8420000000000001,0.421,0.1169999999999999,0.948,1
2446,0.907,0.376,0.195,0.73,1
2450,0.991,0.281,0.0744,0.877,1
2451,0.196,0.578,0.43,0.892,1
2457,0.951,0.318,0.102,0.938,1
2461,1.39e-05,0.44,0.912,0.836,1
2464,0.7440000000000001,0.315,0.362,1.32e-06,1
2469,0.992,0.0951,0.0155,0.923,1
2475,0.0124,0.452,0.86,2.39e-05,1
2477,0.966,0.466,0.165,0.913,1
2487,0.91,0.551,0.0407,0.42,1
2490,0.95,0.0613,0.0285,0.899,1
2491,0.3329999999999999,0.148,0.0584,0.691,1
2495,0.905,0.126,0.0966,0.605,1
2496,0.991,0.38,0.0796,0.935,1
2509,4.12e-06,0.474,0.972,0.0222,1
2510,0.782,0.275,0.315,0.00188,1
2514,0.964,0.148,0.0169,0.8,1
2516,0.968,0.475,0.198,0.0,1
2518,0.907,0.251,0.0674,0.8220000000000001,1
2522,0.991,0.406,0.124,0.882,1
2527,0.976,0.317,0.0528,0.445,1
2528,0.899,0.209,0.105,0.616,1
2529,0.938,0.216,0.0131,0.305,1
2531,0.996,0.45,0.00274,0.967,1
2532,0.989,0.122,0.0463,0.925,1
2534,0.982,0.1009999999999999,0.163,0.905,1
2535,0.804,0.0645,0.0135,0.847,1
2536,5.94e-05,0.3279999999999999,0.862,1.04e-05,1
2537,0.754,0.297,0.431,0.000112,1
2538,0.961,0.154,0.257,0.00122,1
2539,0.00366,0.268,0.878,0.0242,1
2543,0.985,0.482,0.165,0.845,1
2544,0.000112,0.26,0.961,0.0624,1
2545,0.989,0.456,0.132,0.177,1
2547,0.995,0.322,0.0897,0.8859999999999999,1
2548,0.00286,0.6,0.915,0.000124,1
2550,0.888,0.204,0.0278,0.777,1
2554,0.8140000000000001,0.374,0.127,0.0406,1
2556,0.928,0.258,0.134,0.963,1
2558,0.982,0.171,0.0332,0.472,1
2560,0.83,0.0701,0.0436,0.899,1
2561,0.649,0.11,0.0499,0.65,1
2565,0.968,0.265,0.361,0.0601,1
2567,0.973,0.0715,0.141,0.971,1
2575,0.928,0.217,0.261,0.7979999999999999,1
2578,0.000446,0.29,0.938,0.89,1
2579,7.07e-06,0.3929999999999999,0.956,0.615,1
2580,0.908,0.305,0.31,0.695,1
2583,0.00032,0.499,0.951,0.013,1
2585,5.17e-05,0.469,0.959,0.868,1
2593,0.862,0.244,0.156,0.426,1
2597,0.0068099999999999,0.483,0.981,0.00582,1
2600,0.7759999999999999,0.375,0.408,0.0383,1
2603,0.928,0.474,0.247,0.924,1
2613,0.992,0.4039999999999999,0.24,0.925,1
2615,0.973,0.445,0.287,0.36,1
2619,0.836,0.0974,0.291,0.935,1
2621,0.985,0.159,0.0444,0.792,1
2623,0.73,0.451,0.3389999999999999,0.0315,1
2624,0.917,0.118,0.0942,0.5489999999999999,1
2625,0.985,0.408,0.0483,0.984,1
2626,0.969,0.447,0.251,0.9,1
2628,0.862,0.304,0.371,0.912,1
2632,0.993,0.312,0.0708,0.931,1
2633,0.846,0.18,0.249,0.7979999999999999,1
2636,0.0664,0.172,0.7240000000000001,3.01e-06,1
2637,0.8320000000000001,0.29,0.0481,0.000371,1
2640,0.99,0.397,0.0398,0.887,1
2643,0.979,0.476,0.293,0.912,1
2644,0.956,0.205,0.0302,0.95,1
2647,0.969,0.103,0.00216,0.0036299999999999,1
2648,0.988,0.2339999999999999,0.0138,0.83,1
2652,0.959,0.0667,0.0338,0.885,1
2656,0.994,0.203,0.0257,0.895,1
2658,3.78e-05,0.295,0.984,0.0137,1
2660,0.991,0.1669999999999999,0.065,0.000135,1
2663,0.968,0.374,0.27,0.934,1
2665,0.992,0.312,0.00258,0.862,1
2674,0.955,0.324,0.143,0.7509999999999999,1
2675,0.995,0.439,0.0072599999999999,0.902,1
2676,0.0018,0.528,0.879,0.000111,1
2679,0.977,0.119,0.0531,0.959,1
2681,0.948,0.105,0.0355,0.965,1
2688,0.00134,0.5429999999999999,0.93,5.93e-06,1
2690,0.992,0.291,0.0522,0.92,1
2697,0.8420000000000001,0.168,0.201,0.937,1
2699,0.8170000000000001,0.1969999999999999,0.233,0.821,1
2702,0.479,0.355,0.213,0.857,1
2707,0.962,0.324,0.074,0.908,1
2710,0.8079999999999999,0.467,0.244,0.852,1
2712,0.995,0.433,0.0127,0.903,1
2718,0.04,0.5539999999999999,0.968,7.55e-06,1
2721,0.182,0.573,0.722,0.0,1
2726,0.00124,0.5529999999999999,0.6679999999999999,0.311,1
2727,2.46e-05,0.24,0.927,3.72e-05,1
2729,0.994,0.3379999999999999,0.0125,0.912,1
2731,0.994,0.261,0.1989999999999999,0.8370000000000001,1
2739,0.933,0.6609999999999999,0.317,2.11e-05,1
2740,0.988,0.3,0.0293,0.95,1
2744,0.951,0.469,0.104,0.6920000000000001,1
2749,0.979,0.1159999999999999,0.0598,0.898,1
2755,0.0944,0.414,0.5820000000000001,0.753,1
2758,0.642,0.35,0.149,0.0,1
2760,0.7609999999999999,0.36,0.508,0.7659999999999999,1
2765,0.943,0.119,0.0203,0.335,1
2766,0.972,0.156,0.00267,0.637,1
2772,0.99,0.309,0.0218,0.86,1
2774,0.985,0.4,0.0141,0.8809999999999999,1
2777,0.988,0.195,0.0832,0.965,1
2786,0.969,0.18,0.0717,0.911,1
2787,0.825,0.511,0.203,0.043,1
2790,0.993,0.3879999999999999,0.0286,0.912,1
2797,0.946,0.23,0.35,0.953,1
2803,0.883,0.074,0.147,0.937,1
2805,0.994,0.268,0.0157,0.342,1
2808,0.991,0.408,0.0657,0.92,1
2811,0.928,0.405,0.376,0.903,1
2812,0.969,0.373,0.264,0.00869,1
2813,0.00601,0.588,0.938,2.05e-06,1
2814,0.959,0.622,0.386,0.954,1
2816,0.982,0.299,0.0822,0.895,1
2818,0.972,0.2739999999999999,0.295,0.0,1
2821,0.0303,0.4679999999999999,0.971,7.020000000000001e-05,1
2826,0.991,0.302,0.1009999999999999,0.88,1
2827,0.977,0.584,0.103,0.91,1
2829,0.985,0.144,0.017,0.909,1
2830,0.981,0.534,0.057,0.000134,1
2833,0.992,0.302,0.0615,0.866,1
2837,0.929,0.41,0.0892,0.367,1
2843,0.958,0.166,0.0612,0.302,1
2849,0.00446,0.469,0.8959999999999999,0.0,1
2851,0.994,0.4379999999999999,0.00606,0.931,1
2855,0.986,0.228,0.179,0.954,1
2858,0.782,0.262,0.314,0.0,1
2861,0.993,0.0876,0.205,0.145,1
2862,0.98,0.1639999999999999,0.0297,0.883,1
2863,0.000196,0.375,0.984,9.89e-05,1
2864,0.931,0.364,0.349,0.94,1
2873,0.917,0.1639999999999999,0.162,0.742,1
2874,0.951,0.618,0.161,0.0755,1
2876,0.977,0.0677,0.0708,0.914,1
2881,0.98,0.162,0.0167,0.0986,1
2888,0.976,0.126,0.111,0.918,1
2900,0.528,0.408,0.41,0.877,1
2902,0.775,0.188,0.0434,0.034,1
2908,1.46e-06,0.38,0.978,0.866,1
2911,0.98,0.349,0.127,0.482,1
2918,0.623,0.505,0.4679999999999999,2.18e-05,1
2921,6.440000000000001e-05,0.4479999999999999,0.977,2.69e-06,1
2929,0.993,0.382,0.155,0.952,1
2937,0.916,0.213,0.00744,0.911,1
2943,0.984,0.2289999999999999,0.0569,0.847,1
2948,0.00366,0.439,0.957,5.18e-05,1
2950,0.762,0.532,0.2269999999999999,0.947,1
2951,0.924,0.26,0.305,0.8859999999999999,1
2952,0.0258,0.511,0.941,3.06e-05,1
2954,0.908,0.0824,0.233,0.8,1
2955,0.942,0.402,0.0699,0.0,1
2956,0.914,0.315,0.0203,0.8009999999999999,1
2958,0.862,0.5,0.358,6.47e-05,1
2963,0.992,0.22,0.0578,0.307,1
2965,0.00987,0.308,0.731,0.0488,1
2967,0.47,0.422,0.289,0.8390000000000001,1
2969,0.983,0.342,0.0285,0.922,1
2977,0.922,0.293,0.216,0.96,1
2978,0.964,0.6759999999999999,0.1689999999999999,0.0,1
2980,0.992,0.0925,0.00555,0.762,1
2987,0.979,0.311,0.0662,0.8370000000000001,1
2992,0.995,0.484,0.0111,0.878,1
2993,1.71e-06,0.436,0.983,0.187,1
2996,0.919,0.2319999999999999,0.2789999999999999,0.000113,1
3001,0.994,0.1639999999999999,0.0366,0.532,1
3006,0.945,0.226,0.0207,0.862,1
3007,0.993,0.198,0.0336,0.0136,1
3011,0.969,0.396,0.0867,0.0409,1
3013,0.916,0.172,0.278,0.847,1
3015,0.993,0.5589999999999999,0.0397,0.887,1
3018,0.96,0.5489999999999999,0.218,0.643,1
3025,0.836,0.0729,0.195,0.888,1
3033,0.996,0.415,0.0087,0.903,1
3034,0.995,0.196,0.0948,0.939,1
3043,0.973,0.436,0.0278,0.898,1
3047,5.610000000000001e-05,0.381,0.927,0.924,1
3050,0.982,0.743,0.191,0.879,1
3053,0.899,0.172,0.172,0.912,1
3058,0.987,0.4639999999999999,0.139,0.908,1
3059,0.794,0.144,0.074,0.722,1
3062,0.868,0.37,0.481,0.852,1
3063,0.989,0.184,0.0327,0.79,1
3070,0.8290000000000001,0.465,0.539,1.03e-05,1
3071,0.988,0.265,0.00281,0.934,1
3075,0.00613,0.534,0.922,0.616,1
3081,0.931,0.221,0.093,0.957,1
3084,0.928,0.109,0.13,0.87,1
3095,5.520000000000001e-05,0.492,0.978,0.0173,1
3099,0.000303,0.491,0.937,0.0274,1
3102,0.8640000000000001,0.186,0.389,0.00148,1
3112,0.985,0.233,0.0573,0.931,1
3116,0.996,0.385,0.0273,0.897,1
3128,0.992,0.306,0.166,0.873,1
3137,0.000103,0.386,0.969,0.122,1
3141,0.509,0.294,0.244,0.912,1
3142,0.872,0.501,0.285,0.946,1
3150,0.7509999999999999,0.12,0.12,0.937,1
3153,0.7040000000000001,0.144,0.324,0.85,1
3154,0.909,0.303,0.0033799999999999,0.89,1
3158,0.992,0.129,0.084,0.0929,1
3160,0.982,0.0623,0.1,0.934,1
3162,0.892,0.147,0.119,0.0028,1
3163,0.948,0.25,0.0706,0.872,1
3169,0.984,0.588,0.000792,0.23,1
3174,0.955,0.2289999999999999,0.0791,5.59e-06,1
3179,0.974,0.2189999999999999,0.0937,0.897,1
3180,0.993,0.5820000000000001,0.0103,0.936,1
3181,0.984,0.3429999999999999,0.00106,0.958,1
3183,0.978,0.0729,0.241,0.978,1
3184,0.00145,0.429,0.86,0.0,1
3187,0.995,0.423,0.0183,0.921,1
3190,0.988,0.233,0.0217,0.8190000000000001,1
3196,0.993,0.271,0.0498,0.885,1
3199,0.964,0.309,0.2239999999999999,0.866,1
3216,0.916,0.178,0.288,0.00475,1
3219,0.975,0.162,0.0395,0.979,1
3221,0.8270000000000001,0.4379999999999999,0.3829999999999999,8.75e-06,1
3228,0.971,0.355,0.0128,1.39e-05,1
3229,0.000341,0.529,0.825,0.000889,1
3242,6.47e-05,0.416,0.945,0.000162,1
3243,0.977,0.106,0.0373,0.8490000000000001,1
3248,0.3289999999999999,0.674,0.883,0.917,1
3249,0.00694,0.159,0.773,0.7170000000000001,1
3254,0.915,0.727,0.593,2.09e-06,1
3256,0.928,0.471,0.302,0.8420000000000001,1
3263,0.929,0.2319999999999999,0.307,8.4e-06,1
3264,0.977,0.41,0.0715,0.931,1
3268,0.79,0.118,0.2339999999999999,0.895,1
3269,0.963,0.368,0.153,0.856,1
3273,0.993,0.348,0.0553,0.88,1
3274,0.986,0.239,0.0607,0.685,1
3275,0.987,0.1689999999999999,0.0378,0.0524,1
3279,0.978,0.186,0.124,0.865,1
3280,0.888,0.433,0.119,0.768,1
3282,0.961,0.162,0.124,0.602,1
3283,0.988,0.0709,0.0255,0.898,1
3286,0.95,0.209,0.0587,0.00196,1
3290,0.936,0.324,0.111,0.0148,1
3293,0.988,0.36,0.158,0.927,1
3295,0.64,0.3429999999999999,0.151,0.0,1
3302,0.926,0.2,0.0112,0.954,1
3304,0.914,0.5539999999999999,0.00761,0.0009699999999999,1
3306,0.0002109999999999,0.5,0.928,0.00288,1
3307,0.753,0.103,0.422,0.953,1
3310,0.833,0.423,0.225,0.0263,1
3322,0.983,0.114,0.0288,0.8029999999999999,1
3326,0.884,0.0788,0.104,0.0296,1
3330,0.993,0.184,0.0162,0.867,1
3331,0.968,0.366,0.336,0.934,1
3335,0.336,0.467,0.5539999999999999,1.16e-05,1
3342,0.003,0.387,0.855,0.294,1
3344,0.93,0.168,0.0305,0.89,1
3347,0.916,0.265,0.1169999999999999,0.492,1
3348,0.992,0.4379999999999999,0.0582,0.901,1
3349,0.655,0.0844,0.321,0.8420000000000001,1
3350,0.907,0.0703,0.166,0.7709999999999999,1
3360,0.945,0.326,0.47,0.883,1
3363,0.8190000000000001,0.271,0.15,0.115,1
3370,0.992,0.161,0.244,0.916,1
3383,0.952,0.479,0.174,0.841,1
3384,0.96,0.6,0.222,0.923,1
3387,0.8390000000000001,0.352,0.432,0.49,1
3392,0.989,0.364,0.187,0.884,1
3393,0.0422,0.506,0.608,0.687,1
3395,0.991,0.122,0.0733,0.884,1
3401,0.993,0.351,0.0069,0.916,1
3402,0.99,0.417,0.0315,0.908,1
3403,0.00565,0.433,0.644,0.903,1
3408,0.0015,0.3979999999999999,0.828,0.00281,1
3410,0.996,0.437,0.0174,0.926,1
3411,0.986,0.276,0.0592,0.908,1
3413,0.995,0.544,0.0639,0.8959999999999999,1
3421,0.907,0.4379999999999999,0.032,0.885,1
3423,0.988,0.176,0.0258,0.914,1
3424,0.72,0.0657,0.0163,0.792,1
3425,0.851,0.159,0.0301,0.342,1
3426,0.00225,0.547,0.5710000000000001,0.895,1
3429,0.0004019999999999,0.42,0.875,0.0106,1
3433,9.01e-05,0.36,0.914,0.897,1
3441,0.977,0.43,0.0744,0.0625,1
3442,0.0166,0.292,0.987,5.05e-06,1
3445,0.892,0.639,0.096,0.000124,1
3447,0.89,0.303,0.444,0.872,1
3448,0.867,0.14,0.159,0.917,1
3450,0.99,0.178,0.0113,0.934,1
3453,0.984,0.0656,0.0366,0.884,1
3456,0.98,0.5529999999999999,0.133,0.8740000000000001,1
3461,0.989,0.447,0.0688,0.934,1
3463,0.8740000000000001,0.0742,0.0459,0.935,1
3464,8.1e-06,0.495,0.963,0.00526,1
3467,0.00373,0.3,0.902,0.862,1
3469,0.375,0.171,0.256,0.918,1
3470,0.7090000000000001,0.142,0.271,0.892,1
3474,0.902,0.252,0.4529999999999999,5.81e-06,1
3476,0.967,0.595,0.261,0.89,1
3477,0.993,0.246,0.00592,0.898,1
3478,0.0003529999999999,0.25,0.917,1.15e-06,1
3481,0.0386,0.565,0.87,0.000274,1
3482,0.01,0.4679999999999999,0.977,0.0017,1
3483,1.7e-05,0.4639999999999999,0.985,7.87e-05,1
3489,0.988,0.45,0.149,0.939,1
3492,0.955,0.357,0.133,0.5579999999999999,1
3499,0.00276,0.606,0.942,0.851,1
3507,0.289,0.473,0.489,0.0,1
3510,0.963,0.214,0.025,0.934,1
3514,0.963,0.138,0.0419,0.815,1
3524,0.935,0.183,0.0349,0.87,1
3532,0.154,0.0906,0.17,0.777,1
3533,0.974,0.153,0.0459,0.71,1
3534,0.492,0.0834,0.155,0.8540000000000001,1
3537,0.26,0.428,0.472,0.00564,1
3549,0.97,0.18,0.0831,0.942,1
3553,0.772,0.17,0.0138,0.908,1
3555,0.979,0.081,0.039,0.466,1
3565,0.995,0.1689999999999999,0.198,0.873,1
3566,0.988,0.335,0.00903,0.935,1
3567,0.000137,0.373,0.8759999999999999,0.00211,1
3568,0.958,0.523,0.235,0.911,1
3572,0.6729999999999999,0.375,0.591,0.923,1
3574,0.000112,0.563,0.931,0.0018899999999999,1
3581,0.000226,0.515,0.818,0.148,1
3582,0.7959999999999999,0.354,0.604,0.8140000000000001,1
3585,0.111,0.121,0.52,0.948,1
3592,0.984,0.271,0.245,0.276,1
3595,0.76,0.149,0.331,0.8909999999999999,1
3596,0.00347,0.152,0.8420000000000001,0.912,1
3597,0.932,0.305,0.471,0.00228,1
3605,0.977,0.107,0.0102,0.994,1
3607,0.971,0.397,0.132,0.919,1
3609,0.363,0.115,0.2739999999999999,0.8590000000000001,1
3613,0.8009999999999999,0.23,0.523,0.0,1
3624,0.96,0.3829999999999999,0.158,0.76,1
3626,0.956,0.382,0.349,0.769,1
3632,0.975,0.0949,0.103,0.911,1
3633,0.968,0.484,0.0572,0.856,1
3635,0.993,0.369,0.298,0.929,1
3637,0.944,0.138,0.0609,0.88,1
3638,0.907,0.1939999999999999,0.2769999999999999,0.946,1
3646,0.755,0.0642,0.0104,0.969,1
3655,0.902,0.236,0.0485,0.3389999999999999,1
3656,0.0534,0.29,0.312,0.7859999999999999,1
3658,0.00297,0.536,0.7959999999999999,0.12,1
3667,0.8390000000000001,0.074,0.0114,0.883,1
3677,0.0005549999999999,0.476,0.977,1.53e-05,1
3679,0.908,0.642,0.0995,0.451,1
3684,0.861,0.294,0.382,3.02e-06,1
3686,0.995,0.33,0.0394,0.888,1
3687,0.78,0.253,0.11,0.773,1
3698,0.972,0.573,0.0221,0.0,1
3701,0.992,0.344,0.132,0.913,1
3705,0.733,0.228,0.0666,0.0412,1
3709,0.128,0.5479999999999999,0.893,0.000134,1
3712,0.00212,0.544,0.92,7.85e-06,1
3713,0.00128,0.353,0.919,0.000412,1
3714,0.0829,0.6659999999999999,0.946,0.0,1
3718,0.935,0.648,0.0833,0.0,1
3724,0.00215,0.52,0.726,0.905,1
3728,0.981,0.0652,0.0179,0.601,1
3731,0.934,0.344,0.0719,0.903,1
3733,0.992,0.41,0.0729,0.9,1
3742,0.977,0.12,0.126,0.617,1
3744,0.937,0.076,0.0327,0.853,1
3746,0.8029999999999999,0.47,0.725,0.768,1
3747,0.994,0.292,0.0371,0.912,1
3750,0.00349,0.32,0.733,0.118,1
3751,0.0483,0.405,0.905,0.0,1
3757,0.949,0.142,0.00336,0.318,1
3758,0.974,0.326,0.0413,0.951,1
3761,0.967,0.215,0.0298,0.887,1
3766,0.0011,0.5529999999999999,0.915,0.0,1
3767,0.66,0.251,0.0657,0.845,1
3768,0.991,0.392,0.15,0.879,1
3771,0.8220000000000001,0.395,0.273,0.9,1
3773,0.947,0.191,0.0322,0.877,1
3782,0.865,0.124,0.309,0.8,1
3783,0.982,0.191,0.1119999999999999,0.904,1
3786,0.601,0.418,0.44,0.914,1
3795,0.956,0.326,0.127,0.845,1
3797,0.917,0.335,0.243,0.293,1
3802,0.978,0.226,0.0214,0.925,1
3803,0.6609999999999999,0.564,0.312,0.0977,1
3804,8.18e-05,0.446,0.895,0.000225,1
3806,0.266,0.1119999999999999,0.208,0.919,1
3815,0.995,0.6990000000000001,0.2689999999999999,0.908,1
3817,0.973,0.18,0.0596,0.974,1
3819,0.993,0.287,0.00209,0.923,1
3820,0.992,0.3329999999999999,0.067,0.857,1
3825,0.94,0.084,0.128,0.0851,1
3826,9.55e-05,0.351,0.985,0.217,1
3827,0.865,0.532,0.132,0.159,1
3830,0.995,0.489,0.243,0.895,1
3842,0.374,0.429,0.889,0.0,1
3851,0.993,0.1889999999999999,0.111,0.0011099999999999,1
3864,0.968,0.479,0.307,0.877,1
3871,0.795,0.203,0.295,0.0239,1
3876,0.992,0.352,0.00831,0.91,1
3878,0.981,0.457,0.0158,0.304,1
3889,0.642,0.439,0.0817,0.375,1
3890,0.992,0.357,0.0856,0.947,1
3891,0.914,0.093,0.0282,0.933,1
3893,0.955,0.158,0.072,0.912,1
3894,0.792,0.24,0.318,0.8740000000000001,1
3895,0.959,0.37,0.3979999999999999,0.905,1
3905,0.000137,0.4579999999999999,0.908,0.0026899999999999,1
3907,0.953,0.444,0.114,0.8809999999999999,1
3913,0.992,0.2769999999999999,0.0588,0.932,1
3916,0.995,0.432,0.0154,0.952,1
3930,6.08e-05,0.501,0.903,0.00418,1
3934,0.845,0.607,0.474,0.94,1
3935,0.153,0.5579999999999999,0.865,0.708,1
3936,0.964,0.364,0.1889999999999999,0.82,1
3939,0.982,0.5870000000000001,0.13,0.943,1
3940,0.524,0.15,0.146,0.948,1
3941,0.995,0.691,0.0842,0.925,1
3945,0.972,0.325,0.186,0.901,1
3946,0.156,0.1669999999999999,0.0824,0.846,1
3948,0.0028399999999999,0.521,0.938,1.13e-06,1
3951,0.966,0.151,0.122,0.94,1
3952,3.929999999999999e-05,0.442,0.964,0.0,1
3959,0.7879999999999999,0.1369999999999999,0.17,0.8809999999999999,1
3960,0.92,0.287,0.0991,0.885,1
3961,0.00149,0.5529999999999999,0.7609999999999999,0.00205,1
3975,0.996,0.204,0.1,0.319,1
3989,0.983,0.251,0.0569,0.883,1
3990,0.99,0.402,0.128,0.923,1
3992,0.99,0.141,0.0688,0.931,1
3999,0.8240000000000001,0.119,0.1989999999999999,0.815,1
4001,0.907,0.183,0.12,0.755,1
4005,0.0314,0.578,0.815,0.0001139999999999,1
4010,0.98,0.168,0.00198,0.957,1
4011,0.779,0.397,0.479,0.889,1
4013,0.0444,0.247,0.63,0.00911,1
4018,0.696,0.0834,0.187,0.925,1
4019,0.973,0.258,0.156,0.000478,1
4029,0.794,0.346,0.158,0.0241,1
4030,0.993,0.34,0.015,0.8859999999999999,1
4032,0.979,0.257,0.141,0.933,1
4034,0.974,0.397,0.0675,0.0004559999999999,1
4035,0.102,0.555,0.696,0.893,1
4037,0.989,0.304,0.0589,0.921,1
4039,8.58e-05,0.316,0.977,0.7609999999999999,1
4041,0.861,0.0602,0.113,0.976,1
4043,0.981,0.366,0.155,0.932,1
4046,0.000618,0.504,0.913,0.0676,1
4048,0.00709,0.5479999999999999,0.902,0.648,1
4052,0.0126,0.37,0.713,0.111,1
4055,0.987,0.155,0.0581,0.89,1
4056,0.989,0.26,0.0962,0.911,1
4057,0.925,0.115,0.0387,0.88,1
4058,0.951,0.2189999999999999,0.138,0.905,1
4063,0.894,0.186,0.1119999999999999,0.883,1
4064,0.7340000000000001,0.296,0.0383,0.711,1
4076,0.0956,0.425,0.523,0.0,1
4080,0.941,0.0822,0.0349,0.841,1
4084,0.754,0.286,0.0449,0.0338,1
4086,0.98,0.1939999999999999,0.2689999999999999,0.716,1
4091,0.862,0.0916,0.104,0.897,1
4094,0.474,0.127,0.0428,0.831,1
4095,0.916,0.1689999999999999,0.0913,0.4539999999999999,1
4098,0.989,0.1119999999999999,0.0863,0.935,1
4102,0.952,0.264,0.264,0.271,1
4104,0.222,0.479,0.865,2.19e-05,1
4112,0.8079999999999999,0.386,0.474,0.0,1
4115,0.967,0.356,0.0135,0.973,1
4117,0.992,0.1939999999999999,0.00364,0.897,1
4119,0.996,0.364,0.00648,0.929,1
4123,0.953,0.2019999999999999,0.131,0.883,1
4127,0.000205,0.4529999999999999,0.947,0.0107,1
4128,0.994,0.36,0.183,0.8240000000000001,1
4130,0.969,0.243,0.0112,0.8420000000000001,1
4131,0.947,0.171,0.0176,0.0552,1
4141,0.992,0.286,0.00451,0.969,1
4144,3e-05,0.544,0.82,0.722,1
4145,0.99,0.273,0.155,0.878,1
4155,0.00315,0.537,0.852,0.00223,1
4156,0.993,0.271,0.0476,0.000607,1
4160,0.995,0.3429999999999999,0.0723,0.894,1
4162,0.737,0.212,0.0105,0.376,1
4163,0.773,0.471,0.4029999999999999,4.88e-06,1
4164,0.96,0.225,0.2189999999999999,0.893,1
4166,0.993,0.152,0.0439,0.691,1
4173,0.932,0.0762,0.0217,0.963,1
4178,0.815,0.649,0.365,0.0,1
4179,0.993,0.0856,0.108,0.418,1
4182,0.00299,0.4479999999999999,0.961,0.0,1
4183,0.995,0.266,0.00361,0.925,1
4184,0.0123,0.4039999999999999,0.4579999999999999,0.748,1
